tweet_text,sentiment
"So LESS accessories, but still a HIGHER price? For environment purposes?🙃🤔    #iPhone12 #iPhone12Pro #iPhone12mini #AppleEvent #Apple",2
iOS 15 Supported Devices  #AppleEvent #iPhone12 #iPhone   https://t.co/lKELknxvyg,1
@atherenergy Yup @atherenergy 450X comes with a home charger.   Unlike the other 1.59Lakh 226g gadget that suppisedly won't come with a charger 😐 🤦‍♂️  @Apple #AppleEvent #Apple,2
#AppleEvent     Like and see what happens    No I’m not begging for likes,1
Apple HomePod mini at $99 is a real bet with Amazon echo &amp; google home.   #Apple   #AppleEvent   #HomePodMini   #BigBillionDays,1
YO THIS WORKS #AppleEvent,0
"Generation Gap when it comes to technology    1.Gen X: We only need WhatsApp    2.Millennials: Technology is great, we can’t consume enough of it    3.Gen Z: I was meant to be tech-savvy    4.Gen Alpha: I was born with a cellphone and an Internet connection     #AppleEvent #tech #Megacloud",1
#PlayStation5   #AppleEvent   #XboxSeriesX     Cool little images in that # doe,0
#AppleEvent   likeni to,0
Let's try!  Like and retweet fun  #AppleEvent,1
Imran Khan Failed  #QasimDreamsAboutPMIK  #ImranKhanMustMeetQasim  #عمران_خان_قاسم_کے_خواب_سنو    #ہارٹ_اٹیک_ہوا_تھا  #WaziristanWomenSitIn  #WeAreWithYouSkipper  #عشق_ومحبت_اعلی_حضرت  #AppleEvent #SavePakistan #AvoidShirk  #terrorism  #WednesdayThoughts #Trends https://t.co/UNmXEII8ks,2
Press the like button #AppleEvent,1
LIKE THIS Y'ALL #AppleEvent,1
Get you someone who’d watch #AppleEvent with you 🤩,0
People who are dating an Apple user trust me you have low chances of getting cheated because     Once an apple user will always be an apple user!   #Apple12 #AppleEvent #iPhone,0
wth- this actually works ✨ #AppleEvent,0
#AppleEvent Personally like the new #iPhone12mini  .  What about you 👀,0
New apple lineup has still the same price last year #AppleEvent,1
Even year 2020 was not enough for Apple to lower it's iPhone's cost. 😪  #AppleEvent #Apple12 #MadeinIndiaiPhones #iPhone12Series,2
like this tweet omg #AppleEvent,1
"Maxed out Apple iPhone 12 Pro Max prices in different countries:  US: $1399 (Rs. 1.03 lakhs)  UAE: AED 5969 (Rs. 1.2 lakhs)  India: Rs. 1.6 lakhs    So, we pay 57k more for the same phone    #AppleEvent",2
Rewatch the iPhone 12 Launch #AppleEvent in Under One Minute https://t.co/0giWAPKdvs,1
Which offer seems the best and feasible?    @Techglares  @Amazingdeals360    #AppleEvent   #Apple   #Apple12   #Apple11,1
Queen👸👑 #dharshagupta     #DharshaFansTrends #AppleEvent https://t.co/11gOQ14Wfv,0
why is this one animated worse than the other ones #AppleEvent https://t.co/8vQIzsWTkF,2
Test #AppleEvent,1
@tineloveskoo Will it work for non #AppleEvent users?🥺,1
I want to buy iPhone 12 this month   #AppleEvent,0
"Wait, did @Apple just save 2020? #AppleEvent #iPhone12Pro",0
@Joshtified Woah #appleevent,0
#AppleEvent   Apple: iPhone 7 will have no headphone jack  Apple: iPhone 12 will have no earphones  Apple : iPhone 13 will have no phone,1
#AppleEvent #iPhone12 #iPhone #New iPhone https://t.co/mLXS0votJl,1
Should I buy a #iPhone12 or #OnePlus8T5G?    #AppleEvent #OnePlus @Apple @OnePlus_IN @oneplus #Smartphones,1
@bunnydoieey_ Test    #AppleEvent,1
Infact I start to vex this morning wen US tweets trickle enter my TL. #EndSARS #EndPoliceBrutalityinNigeria #EndSWAT #SarsMustGoNow #EndSarsNow #AppleEvent #SustainTheProtest #SARSMUSTEND https://t.co/pAMZyGG6WL,2
lol another kewl like button #AppleEvent,1
"But you can still buy both of these items separately from Apple's own store, and that won't affect the environment at all. #Hypocrisy at its best.     https://t.co/hqKkd5qCLV    https://t.co/uFuFCmVcEX    #AppleEvent #Apple #iPhone12 #iPhone12Pro #iPhone12mini https://t.co/kIIJvmnAho",0
The latest The Daily Chuckie!! https://t.co/6EnXZjzr7Z Thanks to @ramonocon #appleevent,1
Like this tweet and see the ❤️ while liking You will be shock 😳  #AppleEvent,1
Safety first against a gamble  #AppleEvent #Apple #Apple12 #AppleEDUchat #AppleEventTH #AppleTV #ethereum #ethereumclassic  #ESG #investingnews #investments #investing #investments #5G #5GiPhone #5GThings #5Gsfor5G https://t.co/bygGOTfRD1,2
We won't provide chargers to save the environment. But at the same time we wont provide parts to independent repair groups to fix existing computers and phones to control e-waste.  #AppleEvent,0
"if u saw me liking and unliking my tweet, no u didn't ❤️#AppleEvent",1
#Apple #Apple12 #AppleEvent  unveils Siri-powered smart speaker HomePod mini for $99 https://t.co/FgjGi8sXdc,1
@OnePlus_IN Will watch yesterday’s apple event #AppleEvent,1
"#Apple #AppleEvent #Apple12  unveils 5G iPhone 12 Pro, iPhone 12 Pro Max starting from $999 &amp; $1,099 https://t.co/TyeXRewMD2",1
Since they want international disgrace let's serve it to them hot hot! #EndSARS #EndPoliceBrutalityinNigeria #EndSWAT #SarsMustGoNow #EndSarsNow #AppleEvent #SustainTheProtest #SARSMUSTEND https://t.co/5Lj44bSBY5,2
I missed the time when you could order Apple’s latest and greatest right after the keynote. #AppleEvent,2
iPhone 12.....#AppleEvent,2
#AppleEvent    The heart was so red..,1
Apple iPhone 12 Pro in US - $999    Apple iPhone 12 pro in UK - £999    Ridiculous exchange rate!    #apple #AppleEvent #iphone #iPhone12 #iPhone12Pro,2
Pacific blue do be looking 😋😋 #AppleEvent,0
"Me at 8pm: schedules a watch party for #AppleEvent, share story on whatsapp to show my excitement for the event.    Me when #Apple event starts: sleeping 30 mins before the event even started    #Apple12 #5G #LazyDay",2
"No charger, no earplugs... and that too whit higher price!!!  Are you fucking kidding me???  @Apple thinks customers are fools?  #AppleEvent #iPhone12mini #iPhone12",2
"Ideally, Future iPhones will not be materialistic. You will only be purchasing the updates and etc,.     Because, you know, trying to be carbon neutral and everything. LOL.    #AppleEvent https://t.co/ixaQsDX0nZ",2
Shares of apple dropped by 4%.Can we conclude that these shares were sold to pre order the new iPhone12?  #AppleEvent #Apple #5G #Apple #AppleEvent2020,2
It's still unbelievable for me is that the  IPhone 11 has a processor A13 Bionic which is generations ahead of the current flagships of competition.    And now Iphone 12 processor A14 Bionic will  be better than iPhone 11.    Why can't competion catch up?    #AppleEvent,0
"It would have been nice if next to the iPhone 12 Pro and iPhone 12 Pro Max, there was also an iPhone 12 Pro Mini. Just to say... #AppleEvent  #iPhone12",2
"I can buy iPhone 12 Today, but itne paise nahi hai    #iPhone12 #iPhone12Pro #AppleEvent #Apple",2
Soon there will be a day...when apple just handover you the iphone without any box...and costs you your both the kidneys. 😂😂    #AppleEvent,2
#Apple   Don't know about their costmers it's not easy to buy a apple products nowdays they are going very expensive and no worth for money #Apple12 @tim_cook #AppleEvent,2
#AppleEvent cuz why not ahahahaha,1
"If they were really concerned about the environment, USB-C charging cable instead of lightning one.     #APPLEEVENT #iPhone12 #iPhone12mini #magsafe",2
"Casted your vote ?  Then kindly tag your friends &amp; Retweet. As it's seems small thing now, but it's NOT!!👀    #Apple #iPhone12Series #iPhone12ProMax #iPhone12Pro #iPhone12 #iPhone12Mini #iPhone12Lineup #iPhone #AppleEvent #MrTechAuditor #MrTechAuditorPolls https://t.co/aIDsntB1Ti",1
ASTIG MAGREACT LIKE #AppleEvent,1
#AppleEvent sucks https://t.co/F4RzfrQB4p,2
like this tweet for a surprise #AppleEvent https://t.co/GfOBfKdLZ5,1
"iPhone 12 - ""it looks exactly the same as the last iPhone but now you can stick it on your fridge."" #iPhone12Pro #AppleEvent",2
"get usb type-c, 120Hz refresh rate, gesture control, fingerprint scanner and I'll move to iPhone    hopefully this will be included in 13    #AppleEvent",2
"We made memes about it,   @Apple took the charger out of the box for real 😂  #AppleEvent #Apple12 #Apple #iPhone12",2
iPod  iPhone  iPad  iMac  iWatch  i #StandWithArmenia 🇦🇲    #AppleEvent,0
#AppleEvent Likes lol,1
How do I know there was an Apple launch? The kidney memes make a comeback. 😂 #AppleEvent,2
Under the sun or in the rain!  #EndSARS  #EndPoliceBrutalityinNigeria #EndSWAT #SarsMustGoNow #EndSarsNow #AppleEvent #SustainTheProtest #SARSMUSTEND https://t.co/elLfRRZJVD,1
Apple Event highlights - iPhone 12 series - A big jump? Read the entire article below.     https://t.co/X44CviqZK8    #AppleEvent #iPhone #iPhone12 #5G #appleiphone #Apple #iPhone12mini #iphone5G #iPhone12Pro  #iPhone12ProMax #MagSafe #ecofriendly #Apple12,1
The only thing I like about #AppleEvent #Apple12 is that iPhone 11 will be bit cheaper in next few months😂,2
#AppleEvent was satisfactory tbh but liked the iPhone 12!,0
Is iPhone 12 mini same size as iPhone 5s/5? 🙄 #AppleEvent,2
Need a urgent friend to exchange with #iPhone12     #AppleEvent,0
#AppleEvent cool,0
Bomb dey e head  #EndSARS  #EndPoliceBrutalityinNigeria #EndSWAT #SarsMustGoNow #EndSarsNow #AppleEvent #SustainTheProtest #SARSMUSTEND https://t.co/qrE2Tc9LBD,1
I am tweeting this to simply like and unlike it  #AppleEvent,2
click this ❤️ #AppleEvent,1
I love iPhone 12 #AppleEvent,0
Someone explain why my iPhone se 2020 is acting up since iPhone 12 announcement 😬 #AppleEvent,2
"From 23rd Oct, 2020(12 a.m) #iPhone12 era will begin where the same old cult of posting a mirror selfie showing their @Apple logo will be at the top of ""Instagram youth section trend list"".    #Instagram #AppleEvent #Apple #iPhone",2
@Mrwhosetheboss The previous animation for liking something with #AppleEvent in it was better,2
The HomePod Mini costs the same amount as the Braided Solo Loop Band #AppleEvent,1
Top picks for yesterday's #AppleEvent and everything you need to know about them  #Apple #iPhone12     https://t.co/mLpdDfP8N8,1
"#Apple launched its next-generation iPhone 12, with faster 5G connectivity that the Cupertino-based company hopes will keep its sales booming through the end of the year.    Here's everything you need to know!    #AppleEvent  https://t.co/X0Oq3jZIrd",0
"don’t mind me, i just want to like this tweet repeatedly #AppleEvent",1
"The fact that Apple removed the charger and earphones, will now make it one of the worst trends to take over.  #Apple12 #AppleEvent",2
Like this tweet and see the magic...  #AppleEvent,1
Hit like and see the magic..  Like kottandi mari..😍    #AppleEvent,1
Press the love button to see magic   Ps:have an awesome day!  #AppleEvent,1
Anyone should watch at least once an #AppleEvent to learn how to do make a pitch!     #WednesdayWisdom #iPhone12,2
Like this tweet nd see the magic.  🍭  #AppleEvent,1
@saaramathi Just like any tweet with #AppleEvent and see the animation.,1
now if my AirPod Pros can charge as fast as my iPhone 11 Pro Max #AppleEvent might be on to something.,0
"Maxed out Apple iPhone 12 Pro Max with Apple care costs Rs. 189,000  (Approx 2500$)🙈 here in India #AppleEvent",2
"Enough slimming with the phone, let's start thinning the box! #iPhone12Series #nocharger #AppleEvent #appleindia",2
iPhone 13 will launch without the phone. You will just get the box or just the charger without a phone to help save the environment 😂    #Appleevent2020 #AppleEvent #iPhone12Series #appleindia #Apple12,2
I hear @AXE is following people back I want in👀✨ #FaZe5 #axe #AppleEvent #gaming #AmongUsGame #100thieves #youtube #Overwatch #wednesdaymorning #EndPoliceBrutalityinNigeria #RepublicWontRevealSource #TrumpGraveDancer #iPhone12mini #onlyhands,1
@AppleSupport still no GPS data when using the watch workout app - been an issue since the iOS upgrade. Are there plans to fix it? #apple #AppleEvent #AppleWatch,1
Cuff links 🤣😂😭😭😭😭😭 #EndSARS #EndSWAT #SARSMUSTEND #ENDSARSOPPRESSION #SustainTheProtest #EndPoliceBrutalityinNigeria #AppleEvent https://t.co/4qLBuH9INf,2
Alright non-#iPhone users! We know you have had these features since 2073 BC. We get it! #AppleEvent,1
"Dear Apple, if you really care about environment, on top of taking away the 🔌and 🎧 can you also change lightening to USB C ? I think it will reduce the cable = tie up 🌍 60 times. #AppleEvent",2
"#Apple really #failed here. They should always include the charger, and the earphones. Why? Their phones are already expensive, and they always did before.     #AppleEvent #iPhone12 https://t.co/sSJM1ydKAb",2
I like my android.  There. I said it.☹🤔😉  #appleevent,2
"I’m on my 3rd #iPhone, I have the #AppleWatch, an original #iPad mini, and a #MacBook Air... but I’m giving major side eye at these Apple fanatics foaming at the mouth for this recycled iPhone 5... 🙄🙄#AppleEvent #Apple",2
"After watching #AppleEvent yesterday, every other tech events is just a joke in terms of production quality.",0
"You might have to trade your current iphone, kidneys, lungs, heart, property for the #iPhone12Pro #AppleEvent But you can get our vital Career Building Services at FLAT 10% OFF if you RETWEET AND TAG YOUR THREE FRIENDS HERE. They get the discount too. Let's do this?",2
"#AppleEvent   #iPhone12 Disappointed, I like better camera. Other than that A14, 5g, MagSafe and rest don’t seem to have any impact on my usage.",2
"if you are not very careful, your possessions will possess you #AppleEvent",1
Thats the best one i heard yet! And true #Siri #AppleEvent https://t.co/EaWc6dS1k2,0
My dear! We pin #EndSARS #EndSWAT #SARSMUSTEND #ENDSARSOPPRESSION #SustainTheProtest #EndPoliceBrutalityinNigeria #AppleEvent https://t.co/6r6hgIQ8EP,2
I love the iPhone 12 design so much that I’ll buy it as soon as Apple releases iPhone 13. #AppleEvent,0
iPhone 12 release is actually the launch of 5G worldwide. #AppleEvent,0
The upcoming iPhone will be dismantled and the customer will need to assemble it for the good of the environment 😊#AppleEvent,2
"An almost production quality video camera in your pocket. 5G for all bands. Much tougher screen, more charging options, accessories, and cases. An amazing processor. Oh, but it doesn’t come with headphones or a charging block. I guess nothing else matters. #AppleEvent",1
https://t.co/1BklaaVLB2 follow guys #AppleEvent,0
"What y’all think about the latest iPhones? I had my suspicions about how accessible the 5G would actually be (and still do), but it seems further along than I thought. $AAPL was definitely not impressed... #AppleEvent",1
The Apple Leather Sleeve will be available on November 6th #AppleEvent,0
@Apple very disappointed after 12 pro release not upto the mark not worthy to update it with high cost and minimum updates Same like older version with very leas features .#appledisappointment #AppleEvent #iPhone 12 Pro #5G,1
Buy Apple products previously vs NOW #iPhone12 #AppleEvent https://t.co/xOCjMM5pGF,1
"@Apple Dear Apple, you must’ve have heard that Nigeria citizens are being killed for owning your products simply because our leaders expect us live in poverty! The police see your products as an exhibit in my country pls come to our aid #SARSMUSTENDNOW #AppleEvent #EndSARS #EndSarsNow",1
@Apple are you listening???    #AppleEvent https://t.co/gcHVqiqGNc,1
@Apple is a so technological advance it has already calculated 1USD =100 INR. ahead of time amazing #AppleEvent #Apple #iPhone12 #iPhone12mini #iPhone12Pro #iPhone12ProMax #usdinr,1
Next year No Cameras  Sold Separately...✌️  #AppleEvent https://t.co/4lohZQnBWh,2
"No Charger in the box. So, Carbon emission is reduced by 2 million metric tons annually (according to Apple), reduced box size, reduced production cost, reduced shipping cost, reduced border sizes, reduced weight.  And the only thing not reduced: ""PRICE""  #AppleEvent #iPhone12",2
@apple 1100 dollar phone and no way to charge it? Like buying a new tv and having no way to plug it in. Ridiculous #AppleEvent,2
Millennials and Gen Z fucking shit up #EndSARS #EndSWAT #SARSMUSTEND #ENDSARSOPPRESSION #SustainTheProtest #EndPoliceBrutalityinNigeria #AppleEvent https://t.co/pUZjHiFLWr,1
Here's my take on yesterday's #iPhone12 launch and #AppleEvent for @BloombergRadio: 5G Is More of a Distraction Than Real Benefit (Radio) https://t.co/b7fIFrx696 via @business,2
"World’s Best Phone, just got better.     Welcome iPhone 12 Series!!! you just set the performance bar high, very high once again for others to catch up.     #AppleEvent #Apple #iPhone12Series     @Apple",0
No one noticed the #Buddywatch App lower right 🤭⌚️  #AppleEvent #iPhone12Pro #iPhone12 #iPhone12mini https://t.co/7QLpdq3Is5,1
Where’s the new Mac OS??? #AppleEvent #apple #macOSBigSur,1
Glad the kidney jokes have stopped #AppleEvent,2
@AppleSupport ah yes the annual tradition of “new iPhone gets released old iPhone starts bugging out” is upon us. Why doesn’t the “open in safari” icon on the bottom right that shows up when viewing websites within the apps not work anymore in any apps? #iphone #Apple #AppleEvent,1
What is this MagSafe that Apple was talking about at the #AppleEvent ?    https://t.co/TPaKMVWVHG,1
I bought some $AAPL when it dropped to 106 and bought more at 109. Now I’m buying it at 119 today. #Apple #AppleEvent #iPhone12,2
"Apple Event News Hub – iPhone 12, HomePod mini, more https://t.co/wjpsHBBE0N #appleevent",0
Here's a quick piece on Apple's decision to not include Chargers and Earphones in the box. What do you guys think of the same? #Apple #iPhone12 #AppleEvent   https://t.co/DopLmqpJSz,0
We have something for you 😄 #AppleEvent #Apple #Apple12  #apple12pro,1
"Anyone who can assist, please?    #SARSMUSTENDNOW #EndBadGovernanceinNIGERIA #sorosokewerey #SWAT #SWATMUSTEND #SWATMUSTEND #AppleEvent https://t.co/s7PRkBc4FR",2
"5 Apple Analysts On HomePod Mini, Pricing Of 'Premier 5G' iPhone $AAPL $GOOGL $GOOG #AppleEvent #iPhone12 #iPhone12Pro #homepodmini https://t.co/WdnTvT5Dyx via @benzinga",1
And they expect us to stop protesting against the injustice #EndSARS #EndSWAT #SARSMUSTEND #ENDSARSOPPRESSION #SustainTheProtest #EndPoliceBrutalityinNigeria #AppleEvent https://t.co/KVohHtWxqS,1
"watching the apple iphone 12 launch. Always amused how the presentations makes it as if apple was the first to come up with an idea. ""look we came up with an intercom"" or ""look our speakers link together, no one else does it!"" #headinsand #echochamber #AppleEvent",1
Removing the #accessories from #iPhone12 box will help reduce the size of the #shipping box. It will also help #Apple save 2M metric tons of #carbon annually   https://t.co/Dar2J2s756 #AmazonPrimeDay #PrimeDay2020 #BigBillionDays #AppleEvent #AppleStoreindia #iPhone11 #Sustainable,2
Great insight from @CounterPointTR @JStryjak on the potential of the new 5G iPhone 12 series in Europe    #AppleEvent     https://t.co/pzjJR9QhCd,2
it was a good couple of months while it lasted iphone 11 bring on the 2 minute battery life and slow internet connection now that the 12 is unveiled… #AppleEvent,1
The latest e2Wired! https://t.co/gVw5YSXJew #appleevent,0
#AppleEvent  Hit like button,0
Is Apple launching its products really fast or am I poor? #AppleEvent,0
Watched #OnePlus8T event and #AppleEvent like I have the money to buy any of these.,0
@The_Nenye Present  #EndSWAT #SARSMUSTEND #ENDSARSOPPRESSION #SustainTheProtest #EndPoliceBrutalityinNigeria #AppleEvent,1
"""An apple a day keeps doctors away"", well if you live long enough after selling 2 kidneys...  #AppleEvent",2
The latest The Web According to Wildheart! https://t.co/JvH1O8SbkA #appleevent,0
love it #AppleEvent,0
#Apple born on 4/1/1976; 4+1+1+9+7+6=28=10 comes with #iPhone12 series with #5G on 10/14/2020; 1+0+1+4+2+0+2+0=10 #NUMEROLOGY #AppleEvent #DCvsRR #MeditateToGetInnerPeace #AmazonGreatIndianFestival #Terrorism_In_Madarsa #IPL2020 #NDTV,1
love it #AppleEvent,0
The #AppleEvent had more global attention than #GENOCIDEINCONGO as if they don't contribute to it.    What is wrong with society😭 https://t.co/7ofyzThEgn,1
So hyped #AppleEvent,0
"What is next for apple hardware, will they make their own image processors? probably a mirrorless camera with appleproraw and Dolbyvision video recording🤟  #Apple #AppleEvent #AppleProRaw #DolbyVision @MKBHD @tldtoday @Apple .",0
2016 : no headphone jack.   2018 : no Touch id &amp; home button   2020 : no charger in the box...  I hope next year they have a phone inside box 😅😅. #AppleEvent,2
I’m 98% sure I’m going to sell my iPhone Pro 11 for the iPhone Mini... Thanks for reading. #AppleEvent,0
Considering environmental impact of Adapter and Ear phones I have decided to not to buy IPhone 12 taking this step to save environment . 🙌😂😂  #AppleEvent,2
Which one you prefer?  #AppleEvent #Apple #iPhone12Pro #iPhone12ProMax,0
Gk Quiz @Defence_result . Check your Test now.  Female sportsperson of the year  अवॉर्ड किसे दिया गया है ?    #AppleEvent #TechnicalGuruji #OnePlus8T #PrithviShaw #DCvsRR #AmazonGreatIndianFestival,1
In 2035 iphone jst 1 crore 😆 #AppleEvent,1
#AppleEvent  $TJS AI-powered customer acquisition for major enterprises and brands and thus could top the other companies. felt the interest? https://t.co/fV7TpWaery   you can check the DC in my profile.,1
Is anyone else disappointed with the #AppleEvent #iPhone12? Keeping my #iPhoneX. Thanks @Apple for making a dull year a damp squib. #Apple,2
#AppleEvent October 13: thread,1
The Leaks were true I guess   #AppleEvent,0
"@gregjoz @tim_cook @cue @stevewoz @kevinlynch ,  hurry @Apple  @AppleSupport send #ios14.1  &amp; ios14.2 # ipados 14.2  today #watchos7.2  and the new HomePod software update #homepodos14.2 today for us  for us to download #appleevent",1
I thought I am the only one who forgets the charger every time. lol😂    Apple: You are not alone.  #AppleEvent,2
#iphone7 no audio jack  #iphoneX no home button  #iphone12 no headphones and charger in the box  #iphone13 no #iphone in the box 😁    #apple #AppleEvent #Apple12 #iPhone12Series,2
"@Apple @tim_cook Is the ""O-"" a trademarked logo ?     #MagSafe is probably the most disruptive announcement during #AppleEvent     👍👏 https://t.co/PKteuV4TMT",2
"So you don’t include a charger of a device your buying in the box for environmental reasons, but then you buy it separately in a separate box.. are we sure the environment is the reason behind this? Instead of buying one package, we are now buying two? #apple #appleevent #iphone https://t.co/fBHbLLUFEE",2
there’s people with the iphone 12 and then there’s me 😂😳 #iphone12 #ios #appleevent,1
"Did you miss the #AppleEvent? Don't worry! @MobileIron's own Apple Enthusiast, @rmohr, recapped the event in his latest blog. It's exciting to see how Apple is embracing #5G in a BIG way! https://t.co/IL2Q5gD9iH",0
Apple: NEW IPHONE 12    My iPhone 11: *Starts having problems*    #AppleEvent,2
Tap the like button &amp; surprise is waiting for you 😉♥️    #AppleEvent,0
Say Apple! #AppleEvent,0
"#AppleEvent : 1 of the most overrated events. No doubt it has grown into a big co., but the day when wisdom increases along with income &amp; people start using their money for some better purposes than flaunting a phone for social status, Apple may be forced to change their strategy https://t.co/pEPSqPUlSA",2
Absolutely why to remove the brick man   Dumb apple ☠️   #AppleEvent #OnePlus8T https://t.co/G7P3yMwkgg,2
The song Apple used during the opening of their #AppleEvent was absolutely lovely! It’s a new single from the artist @Ruellemusic. 🎶🥰🎵     https://t.co/AhEFZpSPuZ,0
"I just updated my “Apple Commercial” playlist.  So if you like the music Apple is using, I got you covered!    117 Songs with 6.5h playtime.  Enjoy it. 🎧🎶  #AppleEvent #iPhone12 #HomePodMini     https://t.co/1onlPgDhmB",0
Loved the edges on #iPhone12 series but not providing charger and earpods with the phone to curb e-waste is practically the funniest joke of 2020.  #AppleEvent   #iPhone12Series   @Apple,0
#iPhone through the years #AppleEvent #Apple #SiliconValley 🤳📱🗓️    https://t.co/4I017VvzvV,0
When will be the release date for MacOS Big Sur? 🤔    #macOSBigSur #macOS #Apple #AppleEvent #BigSur,2
If you are over 65 &amp; just purchased an #AppleWatch or saw the #AppleEvent &amp; are looking to buy an @apple watch-join the Heartline trial (click the link).  You'll also help us figure out what to do with all the heart rhythm alerts you will receive!  https://t.co/HeQ3hnk4Ah,1
#AppleEvent 10 October 2020 Recap: HomePod Mini https://t.co/8nCRHbK0sK | via @PC_holic,0
#AppleEvent 10 October 2020 Recap: HomePod Mini https://t.co/s3FSSbwDHe,0
#AppleEvent 10 October 2020 Recap: HomePod Mini https://t.co/uY5jd9qXDR,0
Was the HomePod Mini a dud? #Apple #AppleEvent $AAPL https://t.co/vgo1LWRRDE via @AppleMaven,1
Do you get?! #EndSARS #EndSWAT #SARSMUSTEND #ENDSARSOPPRESSION #SustainTheProtest #EndPoliceBrutalityinNigeria #AppleEvent https://t.co/1K0mswVvis,2
It’s the two both of them #EndSARS #EndSWAT #SARSMUSTEND #ENDSARSOPPRESSION #SustainTheProtest #EndPoliceBrutalityinNigeria #AppleEvent https://t.co/diAiWA33hZ,1
Please find a customer for my kidney because I have to buy a new iPhone.  PS: Kew ki Mein Gareeb Huuu.🤣  #NewiPhone #iPhone #iPhone12TH #AppleEvent,2
People trying to compare it with 5s me who already have iPhone Se 😐 #AppleEvent,2
Did anybody else find the #AppleEvent video more sexier than the #iPhone12 itself? Insane transitions and set. 🔥,0
Soo happy that I saved exact money to buy iphone 12 just the downside is that I have to charge it with my Mummys charger 🔌 #AppleEvent,1
Honest Review Of #iPhone12  #AppleEvent  Design Means  iPhone 11 = iPhone 12,1
#iPhone12 amazon alexa #AnulaSTF #Bomdia #kpop #AppleEvent #AmazonPrimeDay #ARIAsHarryStyles voldemort marvel black friday pinto LGBTQ tom holland BBMAs IPhone 12 CONGRATULATIONS BLACKPINK kindle you never know efeito bolsonaro  https://t.co/nIoRDGIRTr,1
To whomsoever it may concern :      I can do paid tweets on #AppleEvent and #OnePlus too..     You guys can reach out to me!!!,1
#AppleEvent   They can’t say they got rid of the charging brick for “environmental reasons” when they’re the only company that makes devices that requires the lightning connector. How many usb to lightning charging cables are out there in the world? (1),2
I think what Apple has done with the emergence of USB type C is really disrespectful towards their loyal customer.   #AppleEvent,2
Can @Apple hire someone to inject a few cc’s of humour in their #AppleEvent ? What’s @rickygervais up to after the Golden Globes?,1
"If you missed the big reveal at yesterday’s #AppleEvent, @jeffersongraham worked hard analyzing and reporting on what you need. ”What Apple didn’t tell you about the new iPhones.” https://t.co/JFnRKkopPP    --Mitch",0
#AppleEvent  testing,1
I need only R800 to solve my problems. Someone please pull through for me this time.😭🙏🏿🕯#IfSheBoughtMeSexPills #IfSheBoughtMeSexPills  #CellularKeFriendYaka  #NoRegrets  #AppleEvent  #wedomorewednesdays  #ICanWithAbsa  #GirlTalkZA,1
@TechnicalGuruji How many retweets for a #iPhone12Pro? #BoloGuruji #AppleEvent #TGFamily,1
Something awesome is here #AppleEvent,0
"im starting a movement which is #BoycottApple due to the shocking announcement from the #AppleEvent so everyone please this is the time for us to stand up against this outrageous act. join me! starting tonight, those who want to throw away their iphones, you can pass them to me:D",0
We have great offers at @TMobile for the iPhone 12 5G 📱. Pre-orders start this Friday!! #iLoveTMobile #TeamMagenta #AppleEvent 🤩 https://t.co/Y8cE0sL9oD,0
"I missed the #AppleEvent yesterday, so I was checking out their videos #Apple12 https://t.co/up5JyRnko8",1
An iPhone a year makes your money disappear.- I don't know who said this.  #AppleEvent #iPhones12,2
Apple Announces The New iPhones and HomePod!     #AppleEvent #Apple #iPhone12 #HomePod #HomePodMini     https://t.co/zwzuiylPqh,0
#Dego Check out the #AppleEvent ! @cryptojase @kgangcrypto @AaronTing8 https://t.co/8lIKTICDph,0
There’s no need to give apple anymore attention. Let’s work towards giving up smartphones for a stress free life instead.  I said it first.  Doesn’t mean I need to practice it.  #AppleEvent #iPhone12,2
Someone get me an iPhone 12 mini #AppleEvent,0
"“Simu yangu imeanza ku-glitch. You’re trying to make a phone call, inaenda kwa inbox”.    - My wife after the #AppleEvent     The game is the game 😂",2
ALL OF US ARE THE LEADERS OF THIS MOVEMENT. Nobody is a single leader the earlier these niggas insert this the BETTER! Give us what we want! #SWATMUSTENDNOW #ENDSWATPROCESSINGNOW #AbujaProtest #AppleEvent,2
#AppleEvent  I have joke on iphone 12   But go and buy it for me first.   Then I'll tell u.😏😉  @Apple #iPhone12,0
Me watching #AppleEvent knowing that I won't be able to buy it!,0
@Asstnt_pimp_96 @amoreeeena It’s LOUD in here. simmer !! #AppleEvent,0
FFS! I need a new self-destructing cable for my iPad. It's like Apple Mission Impossible. This cable will self destruct in ... #AppleEvent . https://t.co/eM7DQWMAcR,2
Its gone??? Heart ??#AppleEvent #appleiphone12,2
"Say you are a content creator and you have 200.000 followers on Twitter, Facebook, and Instagram, a lot of your fans will want to have access to you.    #fansloft #USA #room306 #iPhone12Pro #iPhone #AppleEvent #HyderabadRains #cult     https://t.co/0oIB4swZnl",1
"https://t.co/6tIM7dUvQn  Though @AppleArcade has been slow to catch on to mainstream popularity, it could get a boost with the arrival of 5G and the A14 Bionic chip in the new iPhones. #AppleEvent",0
It's obvious that most of us scroll through Twitter on an iPhone.    But why does Apple have a cult following?     What makes an iPhone desirable?    Learn more with Picking the Fruit by @AnalectsTweet  #iPhone12 #AppleEvent  https://t.co/HIdBlfP74F,0
